sample_id,AUD_iou,IQR_iou
2p37j052q3o_000004,0.6939892704645816,0.6724670323682203
2qAlWm3NES8_000034,0.12174333554977937,0.13312621872624517
2qHRJAQDCDo_000095,0.40570034664270127,0.4716981132075472
2rW2I6KmWhw_000030,0.20345508390918066,0.19451067662798707
2rciuzaEEWo_000025,0.6650933088588785,0.6653728382283176
2ro_sQ7_vUM_000024,0.3410449955886678,0.3245341614906832
2sKmbnOi5S0_000006,0.029466752239305744,0.03375635329092478
2uHcWdkV4W4_000120,0.41713864229077213,0.4202390881289964
2uRe-e8RVEM_000190,0.5352356247297881,0.5406929510155316
2vYkvwD-fkc_000010,0.03971517400461338,0.04163162321278385
2vcA_vgImHQ_000020,0.5371660859465738,0.5755406124522278
2vycuIKwnnA_000000,0.23645071842702295,0.2452127311940396
2wGvpfAkly0_000030,0.23019872048915813,0.21385478408128705
2wsp3s4hIKs_000008,0.2758747178329571,0.28299397247128677
2xBIHi3oqy4_000030,0.021511528119457633,0.022011474066268587
2xQuWif8axE_000030,0.43506493506493504,0.47072301425661917
2zec0wuZgLE_000500,0.47876178284650295,0.46982198792879515
3-PFuDkTM48_000080,0.598259979529171,0.5883175436593996
3-qCp_EP-5Q_000234,0.4121028088059863,0.43304843304843305
30jlal45IKo_000097,0.45691362239672245,0.4232004468337639
31GOxPXDNkk_000068,0.31762286979557947,0.34626801462680146
31O2j4aAgYU_000030,0.43102152374444824,0.4573287975151605
31uVf6wvCTA_000208,0.161007500506791,0.14791157374549851
36ToDxW_hns_000090,0.48155966225904095,0.4550704002531245
387WVkfK-5w_000057,0.44480298913043476,0.46876495931067497
38F6eeIR-s0_000030,0.2612763915547025,0.2633279483037157
39jhSrtRm70_000079,0.6017310208326344,0.5979381443298969
39rXWSXGOyo_000080,0.4886748706973426,0.43913386957770756
3AcKnYk_cLY_000030,0.5463294961313455,0.5326253798201923
3AwevAQzwcs_000030,0.40966058211199907,0.39870213013618905
3AzacBprTzU_000060,0.6114704925734523,0.594783877439358
3ClbaJYWVO4_000030,0.5011841163187751,0.510579525993039
3DK5YAQAVlI_000080,0.5051697127937337,0.5130381114025613
3DTZsjKMOyA_000289,0.49953189781998125,0.5650319829424307
3F9Qszr4j1Q_000030,0.5045874620491776,0.46138932702418506
3FE8b0QVvsM_000030,0.6970276184935871,0.686456400742115
3FNTvu5iROw_000076,0.5440835266821346,0.5483496273352048
3GtKbvwaycY_000025,0.6311015279378416,0.6514524355089067
3GtKbvwaycY_000037,0.660138204863895,0.6730084135526415
3GtvLj8K1F4_000140,0.1800761076379451,0.19071066362901448
3H3261x-QgI_000030,0.6021713516243057,0.6143973457894967
3HgbEKrbA9s_000054,0.5411950892000768,0.565813905508562
