dataset,model,metric,mean,median,q1,q3,iqr,ci_low,ci_high,valid
vggss,lambda050k_best,raw_range,0.0020002202158750475,0.0018393835052847862,0.001536094001494348,0.002234110899735242,0.0006980168982408941,0.0019794394067458726,0.0020209297217932353,5158
vggss,lambda050k_latest,gt_response,0.350066765765692,0.2656589299440384,0.20455826446413994,0.40156956762075424,0.1970113031566143,0.34457465525737496,0.35577787274413125,5156
vggss,lambda050k_latest,nearfp_response,0.3411054228400362,0.26373088359832764,0.19764026254415512,0.4032611697912216,0.2056209072470665,0.3353746131422191,0.34697614316033026,5075
vggss,lambda050k_latest,gt_nearfp_gap,0.009386725896978613,0.00965583324432373,-0.005761012434959412,0.027942955493927002,0.033703967928886414,0.007901197583841278,0.010852234136882086,5075
vggss,lambda050k_latest,gt_vs_nearfp_auroc,0.59556807182145,0.611053466796875,0.48303985595703125,0.7247314453125,0.24169158935546875,0.5907906647554315,0.6001013257917065,5075
vggss,lambda050k_latest,coverage,0.17191001719408197,0.0,0.0,0.03510965277523435,0.03510965277523435,0.1626405795010925,0.1808973317567636,5158
vggss,lambda050k_latest,precision,0.15860397643157845,0.0,0.0,0.22096678789154467,0.22096678789154467,0.15161365778436492,0.16585146944975304,5158
vggss,lambda050k_latest,background_response,0.3115290170410787,0.279621958732605,0.21675871312618256,0.35858942568302155,0.141830712556839,0.3075341578453389,0.31519770982836953,5155
vggss,lambda050k_latest,pred_area_ratio,0.13765011680018555,0.04417450573979592,0.009272361288265307,0.12892617984693877,0.11965381855867346,0.1319910515412271,0.14362504327921977,5158
vggss,lambda050k_latest,fp_area_ratio,0.09145743392718661,0.032934072066326536,0.0073192362882653055,0.10435267857142858,0.09703344228316327,0.08748984188297751,0.0955763433729171,5158
vggss,lambda050k_latest,RemoveFP,10778.617875145404,8880.0,3117.0,17130.5,14013.5,10523.442080263669,11019.945899573477,5158
vggss,lambda050k_latest,RemoveTP,10547.276657619232,8712.0,2737.75,16530.75,13793.0,10291.875877278015,10792.663425746412,5158
