dataset,model,reference,metric,mean,median,q1,q3,iqr,ci_low,ci_high,valid
vggss,lambda050k_latest,cram_c3_stage2,coverage,-0.6390404992024445,-0.7621045268061578,-0.9468587406220432,-0.49262768866274653,0.4542310519592967,-0.6494905731966545,-0.6290096056665118,5158
vggss,lambda050k_latest,cram_c3_stage2,precision,-0.37896302286562816,-0.33437939352626767,-0.646004897851145,-0.11089899662335909,0.5351059012277859,-0.3873055667021298,-0.3705301803251683,5158
vggss,lambda050k_latest,cram_c3_stage2,pred_area_ratio,-0.2926336635098737,-0.3358478156887755,-0.4529805086096939,-0.19326470822704078,0.25971580038265313,-0.29931522979785835,-0.28574007686043235,5158
vggss,lambda050k_latest,cram_c3_stage2,gt_response,-0.41299330750212965,-0.4776916578412056,-0.5795817896723747,-0.3051356077194214,0.27444618195295334,-0.41939132686276664,-0.40697934492180504,5156
vggss,lambda050k_latest,cram_c3_stage2,nearfp_response,-0.37924346948932547,-0.4367484450340271,-0.5389971807599068,-0.26360563933849335,0.2753915414214134,-0.38517969231094634,-0.373362431924625,5075
vggss,lambda050k_latest,short_step000,gt_nearfp_gap,-0.02186281654781896,-0.030989721417427063,-0.0922771766781807,0.04035937786102295,0.13263655453920364,-0.024696459633302806,-0.0188113231804277,5075
vggss,lambda050k_latest,short_step000,gt_vs_nearfp_auroc,0.001966707855819106,0.00066375732421875,-0.1071319580078125,0.10833740234375,0.2154693603515625,-0.0027255596166778613,0.007104745229825568,5075
vggss,lambda050k_latest,short_step000,coverage,-0.580110490786612,-0.6838191647850276,-0.9045033713362286,-0.40571575220997497,0.49878761912625363,-0.5912361577556322,-0.5693447774943688,5158
vggss,lambda050k_latest,short_step000,precision,-0.38704204737300296,-0.34566043263236185,-0.6591621532796381,-0.11674142445975974,0.5424207288198784,-0.39585721763896226,-0.3784915352428299,5158
vggss,lambda050k_latest,short_step000,pred_area_ratio,-0.24900553232149783,-0.29407485650510207,-0.39882114955357145,-0.17899493781887754,0.2198262117346939,-0.25564050621687584,-0.24210288557059298,5158
vggss,lambda050k_latest,short_step000,gt_response,-0.3804970046301583,-0.4377189129590988,-0.557773545384407,-0.250554833561182,0.307218711823225,-0.38685482623932715,-0.37420402892357313,5156
vggss,lambda050k_latest,short_step000,nearfp_response,-0.3611825580212283,-0.4152109920978546,-0.5267297774553299,-0.2298843264579773,0.2968454509973526,-0.3673704428958335,-0.35508527116987654,5075
